,Season,Name,Nationality,Type,Team,Price
298,2022,Trent Boult ,Overseas ,Bowler , Rajasthan Royals,"8,00,00,000 "
299,2022,Shimron Hetmyer ,Overseas ,Batsman , Rajasthan Royals,"8,50,00,000 "
300,2022,Devdutt Padikkal ,Indian ,Batsman , Rajasthan Royals,"7,75,00,000 "
301,2022,Prasidh Krishna ,Indian ,Bowler , Rajasthan Royals,"10,00,00,000 "
302,2022,Yuzvendra Chahal ,Indian ,Bowler , Rajasthan Royals,"6,50,00,000 "
303,2022,Riyan Parag ,Indian ,All-Rounder , Rajasthan Royals,"3,80,00,000 "
304,2022,K.C Cariappa ,Indian ,Bowler , Rajasthan Royals,"30,00,000 "
305,2022,James Neesham ,Overseas ,All-Rounder , Rajasthan Royals,"1,50,00,000 "
306,2022,Nathan Coulter-Nile ,Overseas ,Bowler , Rajasthan Royals,"2,00,00,000 "
307,2022,Navdeep Saini ,Indian ,Bowler , Rajasthan Royals,"2,60,00,000 "
308,2022,Kuldeep  Sen ,Indian ,Bowler , Rajasthan Royals,"20,00,000 "
309,2022,Karun Nair ,Indian ,Batsman , Rajasthan Royals,"1,40,00,000 "
310,2022,Rassie Van Der Dussen ,Overseas ,Batsman , Rajasthan Royals,"1,00,00,000 "
311,2022,Daryl Mitchell ,Overseas ,All-Rounder , Rajasthan Royals,"75,00,000 "
312,2022,Obed Mccoy ,Overseas ,Bowler , Rajasthan Royals,"75,00,000 "
313,2022,Dhruv Jurel ,Indian ,Wicket Keeper , Rajasthan Royals,"20,00,000 "
314,2022,Tejas Baroka ,Indian ,Bowler , Rajasthan Royals,"20,00,000 "
315,2022,Kuldip Yadav ,Indian ,Bowler , Rajasthan Royals,"20,00,000 "
316,2022,Shubham Garhwal ,Indian ,All-Rounder , Rajasthan Royals,"20,00,000 "
317,2022,Anunay Singh ,Indian ,All-Rounder , Rajasthan Royals,"20,00,000 "
318,2022,Faf Du Plessis ,Overseas ,Batsman , Royal Challengers Bangalore,"7,00,00,000 "
319,2022,Wanindu Hasaranga ,Overseas ,All-Rounder , Royal Challengers Bangalore,"10,75,00,000 "
320,2022,Harshal Patel ,Indian ,All-Rounder , Royal Challengers Bangalore,"10,75,00,000 "
321,2022,Dinesh  Karthik ,Indian ,Wicket Keeper , Royal Challengers Bangalore,"5,50,00,000 "
322,2022,Josh Hazlewood  ,Overseas ,Bowler , Royal Challengers Bangalore,"7,75,00,000 "
323,2022,Shahbaz Ahamad ,Indian ,All-Rounder , Royal Challengers Bangalore,"2,40,00,000 "
324,2022,Anuj Rawat ,Indian ,Wicket Keeper , Royal Challengers Bangalore,"3,40,00,000 "
325,2022,Akash  Deep  ,Indian ,Bowler , Royal Challengers Bangalore,"20,00,000 "
326,2022,Karn Sharma ,Indian ,Bowler , Royal Challengers Bangalore,"50,00,000 "
327,2022,Mahipal Lomror ,Indian ,All-Rounder , Royal Challengers Bangalore,"95,00,000 "
328,2022,Finn Allen ,Overseas ,Batsman , Royal Challengers Bangalore,"80,00,000 "
329,2022,Sherfane Rutherford ,Overseas ,All-Rounder , Royal Challengers Bangalore,"1,00,00,000 "
330,2022,Jason Behrendorff ,Overseas ,Bowler , Royal Challengers Bangalore,"75,00,000 "
331,2022,Siddharth  Kaul ,Indian ,Bowler , Royal Challengers Bangalore,"75,00,000 "
332,2022,Suyash Prabhudessai ,Indian ,All-Rounder , Royal Challengers Bangalore,"30,00,000 "
333,2022,Luvnith Sisodia ,Indian ,Wicket Keeper , Royal Challengers Bangalore,"20,00,000 "
334,2022,Chama Milind ,Indian ,Bowler , Royal Challengers Bangalore,"25,00,000 "
335,2022,Aneeshwar Gautam ,Indian ,All-Rounder , Royal Challengers Bangalore,"20,00,000 "
336,2022,David Willey  ,Overseas ,All-Rounder , Royal Challengers Bangalore,"2,00,00,000 "
337,2022,Washington Sundar ,Indian ,All-Rounder , Sunrisers Hyderabad,"8,75,00,000 "
338,2022,Nicholas Pooran ,Overseas ,Wicket Keeper , Sunrisers Hyderabad,"10,75,00,000 "
339,2022,Bhuvneshwar Kumar ,Indian ,Bowler , Sunrisers Hyderabad,"4,20,00,000 "
340,2022,T. Natarajan ,Indian ,Bowler , Sunrisers Hyderabad,"4,00,00,000 "
341,2022,Priyam  Garg ,Indian ,Batsman , Sunrisers Hyderabad,"20,00,000 "
342,2022,Rahul Tripathi ,Indian ,Batsman , Sunrisers Hyderabad,"8,50,00,000 "
343,2022,Abhishek Sharma ,Indian ,All-Rounder , Sunrisers Hyderabad,"6,50,00,000 "
344,2022,Vishnu Vinod ,Indian ,Wicket Keeper , Sunrisers Hyderabad,"50,00,000 "
345,2022,Kartik Tyagi ,Indian ,Bowler , Sunrisers Hyderabad,"4,00,00,000 "
346,2022,Shreyas Gopal ,Indian ,Bowler , Sunrisers Hyderabad,"75,00,000 "
347,2022,Jagadeesha Suchith ,Indian ,Bowler , Sunrisers Hyderabad,"20,00,000 "
348,2022,Aiden Markram ,Overseas ,Batsman , Sunrisers Hyderabad,"2,60,00,000 "
349,2022,Marco Jansen ,Overseas ,All-Rounder , Sunrisers Hyderabad,"4,20,00,000 "
350,2022,Romario Shepherd ,Overseas ,All-Rounder , Sunrisers Hyderabad,"7,75,00,000 "
351,2022,Glenn Phillips ,Overseas ,Wicket Keeper , Sunrisers Hyderabad,"1,50,00,000 "
352,2022,Fazalhaq Farooqi ,Overseas ,Bowler , Sunrisers Hyderabad,"50,00,000 "
353,2022,Sean Abbott ,Overseas ,Bowler , Sunrisers Hyderabad,"2,40,00,000 "
354,2022,R Samarth ,Indian ,Batsman , Sunrisers Hyderabad,"20,00,000 "
355,2022,Shashank Singh ,Indian ,All-Rounder , Sunrisers Hyderabad,"20,00,000 "
356,2022,Saurabh Dubey ,Indian ,Bowler , Sunrisers Hyderabad,"20,00,000 "
357,2021,Tom Curran ,All-Rounder ,"5,25,00,000", Delhi Capitals,
358,2021,Steven Smith ,Batsman ,"2,20,00,000", Delhi Capitals,
359,2021,Sam Billings ,Wicket Keeper ,"2,00,00,000", Delhi Capitals,
360,2021,Umesh Yadav ,Bowler ,"1,00,00,000", Delhi Capitals,
361,2021,Ripal Patel ,All-Rounder ,"20,00,000", Delhi Capitals,
362,2021,Vishnu Vinod ,Wicket Keeper ,"20,00,000", Delhi Capitals,
363,2021,Lukman Hussain Meriwala ,Bowler ,"20,00,000", Delhi Capitals,
364,2021,M Siddharth ,Bowler ,"20,00,000", Delhi Capitals,
365,2021,Shakib Al Hasan ,All-Rounder ,"3,20,00,000", Kolkata Knight Riders,
366,2021,Harbhajan Singh ,Bowler ,"2,00,00,000", Kolkata Knight Riders,
367,2021,Ben Cutting ,All-Rounder ,"75,00,000", Kolkata Knight Riders,
368,2021,Karun Nair ,Batsman ,"50,00,000", Kolkata Knight Riders,
369,2021,Pawan Negi ,All-Rounder ,"50,00,000", Kolkata Knight Riders,
370,2021,Venkatesh Iyer ,All-Rounder ,"20,00,000", Kolkata Knight Riders,
371,2021,Sheldon Jackson ,Wicket Keeper ,"20,00,000", Kolkata Knight Riders,
372,2021,Vaibhav Arora ,Bowler ,"20,00,000", Kolkata Knight Riders,
373,2021,Nathan Coulter-Nile ,Bowler ,"5,00,00,000", Mumbai Indians,
374,2021,Adam Milne ,Bowler ,"3,20,00,000", Mumbai Indians,
375,2021,Piyush Chawla ,Bowler ,"2,40,00,000", Mumbai Indians,
376,2021,James Neesham ,All-Rounder ,"50,00,000", Mumbai Indians,
377,2021,Yudhvir Charak ,All-Rounder ,"20,00,000", Mumbai Indians,
378,2021,Marco Jansen ,All-Rounder ,"20,00,000", Mumbai Indians,
379,2021,Arjun Tendulkar ,All-Rounder ," 20,00,000", Mumbai Indians,
380,2021,Jhye Richardson ,Bowler ,"14,00,00,000", Punjab Kings,
381,2021,Riley Meredith ,Bowler ,"8,00,00,000", Punjab Kings,
382,2021,Shahrukh Khan ,All-Rounder ,"5,25,00,000", Punjab Kings,
383,2021,Moises Henriques ,All-Rounder ,"4,20,00,000", Punjab Kings,
384,2021,Dawid Malan ,All-Rounder ,"1,50,00,000", Punjab Kings,
385,2021,Fabian Allen , All-Rounder ,"75,00,000", Punjab Kings,
386,2021,Jalaj Saxena ,All-Rounder ,"30,00,000", Punjab Kings,
387,2021,Saurabh Kumar ,All-Rounder ,"20,00,000", Punjab Kings,
388,2021,Utkarsh Singh ,All-Rounder ,"20,00,000", Punjab Kings,
389,2021,Christopher Morris ,All-Rounder ,"16,25,00,000", Rajasthan Royals,
390,2021,Shivam Dube ,All-Rounder ,"4,40,00,000", Rajasthan Royals,
391,2021,Chetan Sakariya ,Bowler ,"1,20,00,000", Rajasthan Royals,
392,2021,Mustafizur Rahman ,Bowler ,"1,00,00,000", Rajasthan Royals,
393,2021,Liam Livingstone ,All-Rounder ,"75,00,000", Rajasthan Royals,
394,2021,K.C Cariappa ,Bowler ,"20,00,000", Rajasthan Royals,
395,2021,Akash Singh ,Bowler,"20,00,000", Rajasthan Royals,
396,2021,Kuldip Yadav , Bowler ," 20,00,000", Rajasthan Royals,
397,2021,Kyle Jamieson ,All-Rounder ,"15,00,00,000", Royal Challengers Bangalore,
398,2021,Glenn Maxwell ,All-Rounder ,"14,25,00,000", Royal Challengers Bangalore,
399,2021,Dan Christian ,All-Rounder ,"4,80,00,000", Royal Challengers Bangalore,
400,2021,Sachin Baby ,Batsman ,"20,00,000", Royal Challengers Bangalore,
401,2021,Rajat Patidar ,Batsman ,"20,00,000", Royal Challengers Bangalore,
402,2021,Mohammed Azharudeen ,Wicket Keeper ,"20,00,000", Royal Challengers Bangalore,
403,2021,Suyash Prabhudesai ,All-Rounder ,"20,00,000", Royal Challengers Bangalore,
404,2021,Kona Srikar Bharat , Wicket Keeper," 20,00,000", Royal Challengers Bangalore,
405,2021,Kedar Jadhav ,All-Rounder ,"2,00,00,000", Sunrisers Hyderabad,
406,2021,Mujeeb Zadran ,Bowler ,"1,50,00,000", Sunrisers Hyderabad,
407,2021,J Suchith ,Bowler ,"30,00,000", Sunrisers Hyderabad,
408,2020,Shimron Hetmyer,Batsman,"7,75,00,000", Delhi Capitals,
409,2020,Marcus Stoinis,All-Rounder,"4,80,00,000", Delhi Capitals,
410,2020,Alex Carey,Wicket Keeper,"2,40,00,000", Delhi Capitals,
411,2020,Jason Roy,Batsman,"1,50,00,000", Delhi Capitals,
412,2020,Chris Woakes,All-Rounder,"1,50,00,000", Delhi Capitals,
413,2020,Mohit Sharma,Bowler,"50,00,000", Delhi Capitals,
414,2020,Tushar Deshpande,Bowler,"20,00,000", Delhi Capitals,
415,2020,Lalit Yadav,All-Rounder,"20,00,000", Delhi Capitals,
416,2020,Glenn Maxwell,All-Rounder,"10,75,00,000", Kings XI Punjab,
417,2020,Sheldon Cottrell,Bowler,"8,50,00,000", Kings XI Punjab,
418,2020,Chris Jordan,All-Rounder,"3,00,00,000", Kings XI Punjab,
419,2020,Ravi Bishnoi,Bowler,"2,00,00,000", Kings XI Punjab,
420,2020,Prabhsimran Singh,Wicket Keeper,"55,00,000", Kings XI Punjab,
421,2020,Deepak Hooda,All-Rounder,"50,00,000", Kings XI Punjab,
422,2020,James Neesham,All-Rounder,"50,00,000", Kings XI Punjab,
423,2020,Tajinder Dhillon,All-Rounder,"20,00,000", Kings XI Punjab,
424,2020,Ishan Porel,Bowler,"20,00,000", Kings XI Punjab,
425,2020,Pat Cummins,All-Rounder,"15,50,00,000", Kolkata Knight Riders,
426,2020,Eoin Morgan,Batsman,"5,25,00,000", Kolkata Knight Riders,
427,2020,Varun Chakaravarthy,All-Rounder,"4,00,00,000", Kolkata Knight Riders,
428,2020,Tom Banton,Batsman,"1,00,00,000", Kolkata Knight Riders,
429,2020,Rahul Tripathi,Batsman,"60,00,000", Kolkata Knight Riders,
430,2020,Chris Green,All-Rounder,"20,00,000", Kolkata Knight Riders,
431,2020,Nikhil Shankar Naik,Wicket Keeper,"20,00,000", Kolkata Knight Riders,
432,2020,Pravin Tambe,Bowler,"20,00,000", Kolkata Knight Riders,
433,2020,M Siddharth,Bowler,"20,00,000", Kolkata Knight Riders,
434,2020,Nathan Coulter-Nile,Bowler,"8,00,00,000", Mumbai Indians,
435,2020,Chris Lynn,Batsman,"2,00,00,000", Mumbai Indians,
436,2020,Saurabh Tiwary,Batsman,"50,00,000", Mumbai Indians,
437,2020,Digvijay Deshmukh,All-Rounder,"20,00,000", Mumbai Indians,
438,2020,Prince Balwant Rai Singh,All-Rounder,"20,00,000", Mumbai Indians,
439,2020,Mohsin Khan,Bowler,"20,00,000", Mumbai Indians,
440,2020,Robin Uthappa,Batsman,"3,00,00,000", Rajasthan Royals,
441,2020,Jaydev Unadkat,Bowler,"3,00,00,000", Rajasthan Royals,
442,2020,Yashasvi Jaiswal,All-Rounder,"2,40,00,000", Rajasthan Royals,
443,2020,Kartik Tyagi,Bowler,"1,30,00,000", Rajasthan Royals,
444,2020,Tom Curran,All-Rounder,"1,00,00,000", Rajasthan Royals,
445,2020,Andrew Tye,Bowler,"1,00,00,000", Rajasthan Royals,
446,2020,Anuj Rawat,Wicket Keeper,"80,00,000", Rajasthan Royals,
447,2020,David Miller,Batsman,"75,00,000", Rajasthan Royals,
448,2020,Oshane Thomas ,Bowler,"50,00,000", Rajasthan Royals,
449,2020,Anirudha Ashok Joshi,All-Rounder,"20,00,000", Rajasthan Royals,
450,2020,Akash Singh,Bowler,"20,00,000", Rajasthan Royals,
451,2020,Christopher Morris,All-Rounder,"10,00,00,000", Royal Challengers Bangalore,
452,2020,Aaron Finch,Batsman,"4,40,00,000", Royal Challengers Bangalore,
453,2020,Kane Richardson,Bowler,"4,00,00,000", Royal Challengers Bangalore,
454,2020,Dale Steyn,Bowler,"2,00,00,000", Royal Challengers Bangalore,
455,2020,Isuru Udana,All-Rounder,"50,00,000", Royal Challengers Bangalore,
456,2020,Shahbaz Ahamad,Wicket Keeper,"20,00,000", Royal Challengers Bangalore,
457,2020,Joshua Philippe,Wicket Keeper,"20,00,000", Royal Challengers Bangalore,
458,2020,Pavan Deshpande,All-Rounder,"20,00,000", Royal Challengers Bangalore,
459,2020,Mitchell Marsh,All-Rounder,"2,00,00,000", Sunrisers Hyderabad,
460,2020,Priyam Garg,Batsman,"1,90,00,000", Sunrisers Hyderabad,
461,2020,Virat Singh,Batsman,"1,90,00,000", Sunrisers Hyderabad,
462,2020,Fabian Allen,All-Rounder,"50,00,000", Sunrisers Hyderabad,
463,2020,Sandeep Bavanaka,All-Rounder,"20,00,000", Sunrisers Hyderabad,
464,2020,Sanjay Yadav,All-Rounder,"20,00,000", Sunrisers Hyderabad,
465,2020,Abdul Samad,All-Rounder,"20,00,000", Sunrisers Hyderabad,
466,2019,Colin Ingram,Batsman,"6,40,00,000", Delhi Capitals,
467,2019,Axar Rajesh Patel,All-Rounder,"5,00,00,000", Delhi Capitals,
468,2019,Hanuma Vihari,Batsman,"2,00,00,000", Delhi Capitals,
469,2019,Sherfane Rutherford,All-Rounder,"2,00,00,000", Delhi Capitals,
470,2019,Ishant Sharma,Bowler,"1,10,00,000", Delhi Capitals,
471,2019,Keemo Paul,All-Rounder,"50,00,000", Delhi Capitals,
472,2019,Jalaj Saxena,All-Rounder,"20,00,000", Delhi Capitals,
473,2019,Ankush Bains,Wicket Keeper,"20,00,000", Delhi Capitals,
474,2019,Nathu Singh,Bowler,"20,00,000", Delhi Capitals,
475,2019,Bandaru Ayyappa,Bowler,"20,00,000", Delhi Capitals,
476,2019,Varun Chakaravarthy,All-Rounder,"8,40,00,000",Kings XI Punjab,
477,2019,Sam Curran,All-Rounder,"7,20,00,000",Kings XI Punjab,
478,2019,Mohammad Shami,Bowler,"4,80,00,000",Kings XI Punjab,
479,2019,Prabhsimran Singh,Wicket Keeper,"4,80,00,000",Kings XI Punjab,
480,2019,Nicolas Pooran,Wicket Keeper,"4,20,00,000",Kings XI Punjab,
481,2019,Moises Henriques,All-Rounder,"1,00,00,000",Kings XI Punjab,
482,2019,Hardus Viljoen,Bowler,"75,00,000",Kings XI Punjab,
483,2019,Darshan Nalkande,All-Rounder,"30,00,000",Kings XI Punjab,
484,2019,Sarfaraz Naushad Khan,All-Rounder,"25,00,000",Kings XI Punjab,
485,2019,Arshdeep Singh ,Bowler,"20,00,000",Kings XI Punjab,
486,2019,Agnivesh Ayachi,All-Rounder,"20,00,000",Kings XI Punjab,
487,2019,Harpreet Brar,All-Rounder,"20,00,000",Kings XI Punjab,
488,2019,M. Ashwin,Bowler,"20,00,000",Kings XI Punjab,
489,2019,Carlos Brathwaite,All-Rounder,"5,00,00,000", Kolkata Knight Riders,
490,2019,Lockie Ferguson ,Bowler,"1,60,00,000", Kolkata Knight Riders,
491,2019,Joe Denly ,Batsman,"1,00,00,000", Kolkata Knight Riders,
492,2019,Harry Gurney,Bowler,"75,00,000", Kolkata Knight Riders,
493,2019,Nikhil Shankar Naik,Wicket Keeper,"20,00,000", Kolkata Knight Riders,
494,2019,Shrikant Mundhe,All-Rounder,"20,00,000", Kolkata Knight Riders,
495,2019,Prithvi Raj Yarra,Bowler,"20,00,000", Kolkata Knight Riders,
496,2019,Anrich Nortje,Bowler,"20,00,000", Kolkata Knight Riders,
497,2019,Barinder Singh Sran,Bowler,"3,40,00,000", Mumbai Indians,
498,2019,Lasith Malinga,Bowler,"2,00,00,000", Mumbai Indians,
499,2019,Yuvraj Singh,All-Rounder,"1,00,00,000", Mumbai Indians,
500,2019,Anmolpreet Singh,Batsman,"80,00,000", Mumbai Indians,
501,2019,Pankaj Jaswal,All-Rounder,"20,00,000", Mumbai Indians,
502,2019,Rasikh Dar,Bowler,"20,00,000", Mumbai Indians,
503,2019,Jaydev Unadkat,Bowler,"8,40,00,000", Rajasthan Royals,
504,2019,Varun Aaron,Bowler,"2,40,00,000", Rajasthan Royals,
505,2019,Oshane Thomas ,Bowler,"1,10,00,000", Rajasthan Royals,
506,2019,Ashton Turner,All-Rounder,"50,00,000", Rajasthan Royals,
507,2019,Liam Livingstone,All-Rounder,"50,00,000", Rajasthan Royals,
508,2019,Shashank Singh,All-Rounder,"30,00,000", Rajasthan Royals,
509,2019,Riyan Parag,All-Rounder,"20,00,000", Rajasthan Royals,
510,2019,Manan Vohra,Batsman,"20,00,000", Rajasthan Royals,
511,2019,Shubham Ranjane,All-Rounder,"20,00,000", Rajasthan Royals,
512,2019,Shivam Dube,All-Rounder,"5,00,00,000", Royal Challengers Bangalore,
513,2019,Shimron Hetmyer,Batsman,"4,20,00,000", Royal Challengers Bangalore,
514,2019,Akshdeep Nath,All-Rounder,"3,60,00,000", Royal Challengers Bangalore,
515,2019,Prayas Ray Barman,All-Rounder,"1,50,00,000", Royal Challengers Bangalore,
516,2019,Himmat Singh,Batsman,"65,00,000", Royal Challengers Bangalore,
517,2019,Gurkeerat Singh Mann,All-Rounder,"50,00,000", Royal Challengers Bangalore,
518,2019,Heinrich Klaasen,Wicket Keeper,"50,00,000", Royal Challengers Bangalore,
519,2019,Devdutt Padikkal,Batsman,"20,00,000", Royal Challengers Bangalore,
520,2019,Milind Kumar,All-Rounder,"20,00,000", Royal Challengers Bangalore,
521,2019,Jonny Bairstow ,Wicket Keeper,"2,20,00,000", Sunrisers Hyderabad,
522,2019,Wriddhiman Saha,Wicket Keeper,"1,20,00,000", Sunrisers Hyderabad,
523,2019,Martin Guptill,Batsman,"1,00,00,000", Sunrisers Hyderabad,
524,2018,Glenn Maxwell,All-Rounder,"9,00,00,000",Delhi Daredevils,
525,2018,Kagiso Rabada,Bowler,"4,20,00,000",Delhi Daredevils,
526,2018,Amit Mishra,Bowler,"4,00,00,000",Delhi Daredevils,
527,2018,Shahbaz Nadeem,Bowler,"3,20,00,000",Delhi Daredevils,
528,2018,Vijay Shankar,All-Rounder,"3,20,00,000",Delhi Daredevils,
529,2018,Rahul Tewatia,All-Rounder,"3,00,00,000",Delhi Daredevils,
530,2018,Mohammad Shami,Bowler,"3,00,00,000",Delhi Daredevils,
531,2018,Gautam Gambhir,Batsman,"2,80,00,000",Delhi Daredevils,
532,2018,Trent Boult,Bowler,"2,20,00,000",Delhi Daredevils,
533,2018,Colin Munro,All-Rounder,"1,90,00,000",Delhi Daredevils,
534,2018,Daniel Christian,All-Rounder,"1,50,00,000",Delhi Daredevils,
535,2018,Jason Roy,Batsman,"1,50,00,000",Delhi Daredevils,
